      0.00000000      1.00000000
      0.02040816      0.99958351
      0.04081633      0.99833403
      0.06122449      0.99625156
      0.08163265      0.99333611
      0.10204082      0.98958767
      0.12244898      0.98500625
      0.14285714      0.97959184
      0.16326531      0.97334444
      0.18367347      0.96626406
      0.20408163      0.95835069
      0.22448980      0.94960433
      0.24489796      0.94002499
      0.26530612      0.92961266
      0.28571429      0.91836735
      0.30612245      0.90628905
      0.32653061      0.89337776
      0.34693878      0.87963349
      0.36734694      0.86505623
      0.38775510      0.84964598
      0.40816327      0.83340275
      0.42857143      0.81632653
      0.44897959      0.79841733
      0.46938776      0.77967514
      0.48979592      0.76009996
      0.51020408      0.73969180
      0.53061224      0.71845065
      0.55102041      0.69637651
      0.57142857      0.67346939
      0.59183673      0.64972928
      0.61224490      0.62515618
      0.63265306      0.59975010
      0.65306122      0.57351104
      0.67346939      0.54643898
      0.69387755      0.51853394
      0.71428571      0.48979592
      0.73469388      0.46022491
      0.75510204      0.42982091
      0.77551020      0.39858392
      0.79591837      0.36651395
      0.81632653      0.33361100
      0.83673469      0.29987505
      0.85714286      0.26530612
      0.87755102      0.22990421
      0.89795918      0.19366930
      0.91836735      0.15660142
      0.93877551      0.11870054
      0.95918367      0.07996668
      0.97959184      0.04039983
      1.00000000      0.00000000
